"ZEIT";"RAUMID";"BEZ";"PGR";"BZR";"PLR";"STADTRAUM";"MH_E";"MH_EM";"MH_EW";"MH_U1";"MH_1U6";"MH_6U15";"MH_15U18";"MH_18U25";"MH_25U55";"MH_55U65";"MH_65U80";"MH_80U110";"HK_EU15";"HK_EU28";"HK_Polen";"HK_EheJug";"HK_EheSU";"HK_Turk";"HK_Arab";"HK_Sonst";"HK_NZOrd";"E_A";"E_AM";"E_AW";"E_AU1";"E_A1U6";"E_A6U15";"E_A15U18";"E_A18U25";"E_A25U55";"E_A55U65";"E_A65U80";"E_A80U110";"E_E";"E_EM";"E_EW";"E_EU1";"E_E1U6";"E_E6U15";"E_E15U18";"E_E18U25";"E_E25U55";"E_E55U65";"E_E65U80";"E_E80U110"
201512;7030301;7;3;3;1;1;5798;2821;2977;78;405;712;230;489;2854;588;380;62;1321;2459;612;254;387;538;315;1446;399;3091;1517;1574;9;74;106;45;332;1877;337;264;47;24069;11234;12835;198;1072;1896;624;1594;10656;3455;3769;805
201512;7030302;7;3;3;2;1;2666;1294;1372;47;169;315;77;235;1292;311;193;27;524;910;218;108;139;396;182;732;199;1399;680;719;12;21;67;21;150;797;156;151;24;9237;4400;4837;90;414;696;219;711;4012;1397;1414;284
201512;7030303;7;3;3;3;1;5001;2493;2508;85;375;611;202;456;2439;443;354;36;573;1340;478;207;138;1584;312;819;601;2532;1263;1269;9;46;82;31;271;1497;265;298;33;12214;5921;6293;142;598;974;320;1082;5800;1490;1471;337
201512;7040401;7;4;4;1;2;6511;3295;3216;105;525;768;238;583;3261;568;406;57;865;1827;563;362;221;1661;732;972;736;3429;1758;1671;21;128;165;67;354;2011;325;310;48;17775;8592;9183;185;889;1485;500;1313;7779;2123;2690;811
201512;7040402;7;4;4;2;2;391;200;191;13;24;49;3;15;209;45;24;9;27;122;67;12;24;58;43;95;37;158;82;76;0;0;3;0;9;107;21;15;3;2114;1010;1104;16;60;117;31;112;800;309;425;244
201512;7040403;7;4;4;3;2;8020;4052;3968;134;615;941;272;608;4152;721;495;82;958;2628;938;570;491;1484;880;1215;752;4310;2259;2051;18;114;178;95;382;2645;411;394;73;23662;11301;12361;259;1048;1568;482;1752;11313;2986;3276;978
201512;7040404;7;4;4;4;2;1160;582;578;18;60;155;48;90;532;111;106;40;112;354;175;89;81;286;115;102;133;555;274;281;3;0;20;13;52;296;59;81;31;5062;2385;2677;41;159;323;103;353;1982;612;1105;384
201512;7040405;7;4;4;5;2;4317;2203;2114;79;358;512;164;406;2214;308;225;51;380;1157;419;340;257;839;755;575;394;2406;1270;1136;20;81;123;54;274;1474;175;169;36;10900;5305;5595;131;531;748;256;939;5112;1191;1387;605
201512;7040406;7;4;4;6;2;1848;1012;836;60;176;143;25;178;1044;113;100;9;154;647;239;113;73;324;339;201;151;1131;634;497;16;39;61;12;124;712;79;82;6;3797;1962;1835;67;238;189;31;377;2076;370;340;109
201512;7050501;7;5;5;1;2;5669;2819;2850;102;473;651;168;458;2788;576;381;72;463;1857;867;399;423;1148;582;628;632;2820;1425;1395;9;77;133;61;272;1611;335;275;47;15881;7669;8212;161;728;991;295;1206;7002;2007;2677;814
201512;7050502;7;5;5;2;2;2700;1431;1269;35;156;328;96;252;1387;270;146;30;248;928;389;176;151;552;285;358;250;1556;850;706;9;46;68;39;184;956;138;92;24;8030;3871;4159;65;264;511;181;606;3305;982;1260;856
201512;7050503;7;5;5;3;2;2576;1274;1302;39;180;268;91;202;1266;313;190;27;210;875;401;191;170;621;168;286;265;1226;607;619;6;22;58;16;113;727;141;122;21;9123;4203;4920;75;345;484;176;567;3757;1247;1790;682
201512;7050504;7;5;5;4;2;1633;828;805;29;116;200;88;146;740;197;80;37;93;513;313;114;122;396;168;134;186;676;349;327;3;18;36;19;75;366;76;65;18;5554;2657;2897;48;232;392;171;438;2157;717;988;411
201512;7050505;7;5;5;5;2;2563;1264;1299;37;194;362;118;200;1189;240;197;26;171;727;360;101;257;686;217;317;258;1089;533;556;6;37;44;31;94;644;87;124;22;10490;4931;5559;89;407;739;292;691;3708;1387;2132;1045
201512;7050506;7;5;5;6;2;475;236;239;0;34;81;20;27;236;51;23;3;49;167;60;35;21;74;46;76;56;200;93;107;0;6;9;6;10;122;24;20;3;2239;1098;1141;9;85;182;66;142;813;324;505;113
201512;7060601;7;6;6;1;2;3783;2003;1780;52;303;552;177;372;1677;358;222;70;162;994;676;247;829;316;686;493;218;1958;1079;879;18;129;247;58;257;1000;140;91;18;9934;4942;4992;98;482;860;314;779;3885;1162;1786;568
201512;7060602;7;6;6;2;2;936;495;441;12;71;125;24;54;465;110;63;12;125;390;154;73;80;86;72;120;115;403;207;196;0;9;18;6;31;238;53;42;6;4642;2341;2301;27;184;379;126;298;1775;681;938;234
201512;7060603;7;6;6;3;2;942;463;479;9;91;161;49;88;409;99;30;6;71;302;141;99;52;162;117;125;85;401;185;216;0;21;33;18;46;222;40;18;3;2813;1349;1464;15;140;236;73;177;904;383;720;165
201512;7060604;7;6;6;4;2;4860;2369;2491;82;371;587;189;302;2195;615;417;102;179;1700;1204;159;1454;558;306;408;275;1733;864;869;15;57;79;52;120;1071;155;157;27;14246;6710;7536;150;651;1039;356;989;5230;1794;3107;930
201512;7070701;7;7;7;1;2;1823;890;933;32;138;270;93;101;830;207;131;21;242;748;371;173;141;305;67;226;163;759;353;406;8;16;35;18;47;461;96;72;6;10363;4924;5439;78;400;767;307;637;3829;1420;2244;681
201512;7070702;7;7;7;2;2;1801;868;933;27;149;264;85;123;810;198;127;18;185;715;405;149;139;289;126;174;209;656;319;337;3;15;31;6;58;364;90;74;15;10471;5050;5421;75;443;783;268;703;4008;1482;2207;502
201512;7070703;7;7;7;3;2;1595;759;836;27;70;208;74;103;689;249;157;18;105;636;453;63;155;224;182;241;94;662;308;354;3;9;37;15;41;367;95;86;9;7380;3456;3924;51;227;509;195;468;2583;998;1833;516
201512;7070704;7;7;7;4;2;2640;1292;1348;44;214;476;162;184;1061;280;184;35;127;829;577;218;504;260;466;228;135;1153;569;584;15;49;144;64;112;599;100;64;6;8208;3908;4300;83;415;870;325;606;2929;1003;1592;385
201512;7070705;7;7;7;5;2;1036;481;555;10;85;149;52;67;498;95;74;6;131;478;256;42;75;113;52;173;103;440;183;257;0;15;13;9;42;275;34;46;6;7019;3388;3631;52;275;589;226;464;2696;984;1434;299
201512;7070706;7;7;7;6;2;729;428;301;9;68;108;26;103;326;43;30;16;71;250;145;112;37;36;113;154;27;482;294;188;6;41;44;13;97;247;9;18;7;3899;1869;2030;34;167;310;107;282;1419;496;752;332
201512;7070707;7;7;7;7;2;367;175;192;9;31;54;15;28;146;39;36;9;53;132;46;31;10;30;41;105;18;182;78;104;3;12;13;3;15;85;21;24;6;2837;1383;1454;25;121;198;83;162;930;432;736;150
201512;8010115;8;1;1;15;1;360;205;155;6;18;33;6;34;210;41;12;0;95;132;22;9;6;49;36;104;24;229;132;97;0;9;3;0;28;148;32;9;0;872;458;414;12;40;58;12;65;462;138;74;11
201512;8010116;8;1;1;16;1;1946;1045;901;27;113;176;62;171;1089;149;132;27;308;531;81;160;15;742;148;202;148;1265;683;582;6;21;22;12;106;848;104;122;24;3572;1889;1683;37;164;230;71;308;2091;332;279;60
201512;8010117;8;1;1;17;1;7977;4248;3729;111;474;750;205;646;4763;568;421;39;1769;2991;519;490;194;1751;856;1253;442;5433;2919;2514;22;91;178;64;464;3769;431;379;35;16243;8528;7715;180;738;931;263;1125;10216;1466;1112;212
201512;8010118;8;1;1;18;1;7150;3704;3446;105;578;943;293;760;3690;423;306;52;883;1981;426;500;184;1688;1398;852;547;4473;2345;2128;34;197;256;102;483;2810;298;256;37;12019;6129;5890;137;662;1017;327;1203;6484;914;806;469
201512;8010211;8;1;2;11;1;5870;3116;2754;61;363;578;183;590;3361;412;280;42;1091;2007;310;480;108;1329;712;831;403;4033;2183;1850;22;105;147;63;406;2690;305;259;36;10170;5331;4839;98;481;665;205;933;6139;813;706;130
201512;8010212;8;1;2;12;1;4972;2509;2463;67;365;739;243;350;2371;456;338;43;404;1000;368;366;75;1919;571;445;596;2610;1338;1272;10;50;100;60;182;1616;277;281;34;7518;3790;3728;82;410;818;269;601;3606;788;791;153
201512;8010213;8;1;2;13;1;6810;3601;3209;95;539;734;239;662;3718;433;364;26;1057;2262;520;585;171;1480;990;868;454;4518;2424;2094;27;175;178;109;437;2898;346;325;23;12764;6633;6131;148;703;840;304;1128;7461;991;999;190
201512;8010214;8;1;2;14;1;4619;2391;2228;58;297;569;217;450;2461;328;206;33;531;1365;398;440;102;1173;758;485;296;2943;1524;1419;15;97;127;80;299;1892;234;169;30;8238;4296;3942;70;368;666;241;811;4408;773;652;249
201512;8010301;8;1;3;1;1;13193;6793;6400;190;839;1182;377;989;7978;866;702;70;3262;4787;783;839;253;2842;1246;2334;892;8619;4470;4149;39;145;205;97;646;6223;606;597;61;27973;14036;13937;359;1465;1577;476;1691;17693;2355;1920;437
201512;8010302;8;1;3;2;1;1288;643;645;15;104;158;58;94;656;109;78;16;187;395;136;105;60;347;160;132;89;757;374;383;3;12;27;18;64;479;82;56;16;3735;1865;1870;27;177;226;86;213;1901;447;506;152
201512;8010303;8;1;3;3;1;5138;2751;2387;65;321;485;189;526;2957;312;259;24;947;1690;211;516;80;1153;694;633;372;3504;1908;1596;19;79;114;69;368;2354;242;238;21;8668;4565;4103;101;432;533;207;794;5301;653;558;89
201512;8010404;8;1;4;4;1;12200;6545;5655;182;858;1374;417;1128;6718;798;635;90;2044;4123;902;1137;294;2510;1758;1597;781;8052;4365;3687;42;259;367;141;775;5192;621;571;84;23596;12256;11340;299;1210;1649;496;1965;13995;2021;1582;379
201512;8010405;8;1;4;5;1;4227;2166;2061;53;295;425;151;402;2406;286;183;26;802;1716;365;370;147;726;442;549;277;2865;1493;1372;15;112;144;62;278;1885;207;142;20;9178;4531;4647;96;464;542;196;725;5314;781;763;297
201512;8010406;8;1;4;6;1;3911;2033;1878;92;407;537;128;363;1971;245;159;9;443;1344;279;237;115;869;672;418;256;2535;1337;1198;38;161;193;57;250;1538;171;118;9;7085;3643;3442;107;485;599;160;597;3698;638;617;184
201512;8010407;8;1;4;7;1;344;185;159;6;15;21;3;30;221;18;30;0;87;117;12;21;16;61;50;64;15;226;125;101;0;3;6;0;24;154;12;27;0;822;429;393;13;34;40;3;78;551;48;55;0
201512;8010508;8;1;5;8;1;3869;1977;1892;98;419;516;162;430;1787;276;163;18;153;573;261;211;55;1672;618;231;509;1879;974;905;11;39;88;36;207;1167;183;136;12;5626;2812;2814;104;463;610;192;591;2349;566;623;128
201512;8010509;8;1;5;9;1;6169;3121;3048;129;721;1055;352;585;2620;402;260;45;154;682;361;217;73;1973;2056;351;817;2891;1504;1387;18;145;193;89;252;1751;229;184;30;9555;4763;4792;154;830;1200;410;963;3793;918;958;329
201512;8010510;8;1;5;10;1;234;143;91;3;16;21;3;25;136;21;9;0;27;81;12;30;9;41;28;39;6;164;97;67;0;0;9;0;22;112;12;9;0;401;228;173;3;26;25;6;53;218;43;27;0
201512;8020619;8;2;6;19;2;5657;3091;2566;112;559;784;217;633;2701;375;245;31;296;1552;613;548;124;1447;1076;391;519;3370;1886;1484;41;218;229;91;415;1940;223;188;25;10983;5689;5294;145;721;972;277;1033;4933;1182;1382;338
201512;8020620;8;2;6;20;2;3774;1899;1875;59;374;480;141;331;1882;294;189;24;235;1160;582;202;121;1002;597;281;411;1913;982;931;9;73;105;61;196;1172;151;128;18;9294;4455;4839;83;476;611;220;737;4109;1071;1402;585
201512;8020621;8;2;6;21;2;540;252;288;3;44;79;28;40;222;74;41;9;79;163;57;27;12;169;9;92;68;177;82;95;0;0;3;0;16;86;31;32;9;2293;1135;1158;12;93;183;67;178;857;395;423;85
201512;8020622;8;2;6;22;2;3585;1785;1800;75;323;370;124;272;1696;399;279;47;325;1280;675;181;282;794;325;388;335;1672;817;855;11;40;46;30;157;975;190;195;28;14321;6665;7656;138;639;923;310;1006;5865;2073;2459;908
201512;8020623;8;2;6;23;2;329;153;176;3;6;58;21;30;153;45;6;7;18;101;44;12;15;67;74;24;36;150;61;89;0;0;9;6;16;92;21;3;3;1270;585;685;9;30;85;36;77;479;187;245;122
201512;8020624;8;2;6;24;2;301;162;139;3;15;41;9;31;127;31;37;7;27;96;48;27;12;71;21;49;25;134;69;65;0;3;0;0;19;63;12;34;3;1157;589;568;12;54;102;27;82;502;146;179;53
201512;8020625;8;2;6;25;2;858;470;388;9;51;104;35;72;449;66;51;21;95;264;125;58;21;222;83;126;84;432;235;197;3;3;9;3;44;266;44;42;18;3327;1726;1601;12;108;234;90;281;1250;423;700;229
201512;8020726;8;2;7;26;2;1826;900;926;31;130;195;77;127;897;233;118;18;162;684;360;94;84;483;101;175;205;765;367;398;3;18;21;18;60;445;109;79;12;8332;3979;4353;67;312;543;213;595;3296;1172;1651;483
201512;8020727;8;2;7;27;2;2674;1345;1329;53;225;422;131;201;1170;273;172;27;190;767;436;285;170;675;274;196;307;1036;509;527;9;16;65;26;98;608;103;102;9;11458;5413;6045;109;462;782;332;866;4069;1473;2658;707
201512;8020728;8;2;7;28;2;2919;1464;1455;37;281;408;142;292;1345;221;156;37;189;772;398;284;313;698;292;320;240;1428;731;697;10;48;81;34;189;858;94;93;21;8321;4119;4202;74;416;661;269;703;3194;1031;1546;427
201512;8030829;8;3;8;29;2;5828;2894;2934;95;538;840;252;416;2562;665;371;89;240;1283;841;346;547;1766;765;443;678;2355;1186;1169;13;71;126;56;188;1393;273;205;30;12445;5819;6626;123;657;1032;345;843;4450;1461;2680;854
201512;8030830;8;3;8;30;2;2631;1310;1321;40;212;325;107;191;1175;319;219;43;95;722;481;159;220;864;184;206;276;1029;509;520;0;18;24;15;88;628;135;105;16;7255;3339;3916;52;286;421;135;394;2416;929;1999;623
201512;8030831;8;3;8;31;2;7978;3983;3995;140;632;1111;373;672;3556;860;512;122;219;1812;1326;619;574;2714;800;565;894;3230;1616;1614;15;71;174;82;295;1896;324;303;70;17036;8081;8955;182;822;1480;510;1363;6373;1985;3291;1030
201512;8040932;8;4;9;32;2;766;370;396;18;89;140;27;31;348;62;42;9;52;234;133;46;79;211;83;45;68;271;113;158;0;12;16;0;12;191;19;18;3;2800;1306;1494;24;126;212;58;148;947;358;710;217
201512;8040933;8;4;9;33;2;1143;569;574;22;80;108;48;130;544;113;80;18;75;252;108;101;39;388;90;92;181;480;237;243;6;13;22;3;58;268;49;55;6;3963;1891;2072;29;116;196;94;290;1469;541;928;300
201512;8040934;8;4;9;34;2;741;382;359;15;53;119;34;68;328;79;45;0;63;204;97;43;36;225;52;87;94;293;145;148;0;6;32;6;27;161;25;36;0;2700;1328;1372;27;122;221;77;227;1001;449;477;99
201512;8041035;8;4;10;35;2;2157;1078;1079;36;144;322;101;205;975;220;128;26;159;522;263;303;75;582;162;211;302;855;412;443;6;21;26;29;86;479;87;98;23;8023;3986;4037;61;298;630;232;581;2935;1195;1719;372
201512;8041036;8;4;10;36;2;1293;644;649;20;103;197;63;93;565;140;97;15;100;461;298;141;49;254;46;189;153;492;243;249;4;3;15;18;45;259;57;76;15;6794;3338;3456;45;237;498;213;522;2445;1023;1482;329
201512;8041037;8;4;10;37;2;1987;963;1024;24;136;281;113;150;859;256;138;30;217;702;335;240;78;425;150;214;178;884;444;440;6;32;54;19;78;473;106;95;21;9563;4625;4938;66;324;642;286;644;3458;1433;2169;541
201512;8041038;8;4;10;38;2;1394;728;666;16;138;194;75;100;617;143;93;18;118;431;233;83;41;322;125;224;168;464;232;232;0;15;27;6;33;266;51;54;12;6862;3362;3500;46;304;501;201;484;2453;933;1493;447
201512;8041039;8;4;10;39;2;1125;554;571;15;107;205;60;75;537;75;45;6;79;341;177;56;58;314;76;100;180;373;175;198;0;9;28;6;26;244;21;36;3;3861;1828;2033;40;208;356;147;306;1769;396;396;243
201512;8041040;8;4;10;40;2;1623;811;812;12;128;253;113;109;718;185;83;22;134;589;399;121;108;377;126;169;133;576;286;290;0;15;18;22;39;354;72;43;13;7969;3799;4170;64;347;688;299;621;3026;1159;1431;334
201512;9010101;9;1;1;1;2;3057;1584;1473;54;276;366;85;235;1838;118;79;6;750;1210;204;175;162;483;214;681;132;1835;942;893;9;52;51;12;169;1412;75;52;3;11598;5791;5807;165;702;899;200;525;6894;908;925;380
201512;9010102;9;1;1;2;2;12;9;3;0;0;3;0;0;6;3;0;0;0;3;3;0;0;0;0;9;0;9;6;3;0;0;3;0;0;3;3;0;0;70;37;33;0;0;9;6;3;37;6;9;0
201512;9010201;9;1;2;1;2;599;276;323;18;66;84;19;35;335;36;6;0;195;298;51;12;55;35;15;172;12;300;134;166;6;3;6;6;26;232;21;0;0;4258;2026;2232;63;295;328;88;161;2166;360;551;246
201512;9010202;9;1;2;2;2;691;361;330;21;80;51;9;88;384;40;15;3;67;265;118;51;46;43;100;141;45;416;219;197;9;23;18;3;57;273;24;9;0;6727;3224;3503;57;217;248;72;365;3045;760;1342;621
201512;9010301;9;1;3;1;2;1695;868;827;42;127;167;37;193;990;96;40;3;288;684;212;99;176;148;98;398;92;986;521;465;3;19;43;6;131;703;60;21;0;15118;7160;7958;151;599;727;182;861;7179;1321;2522;1576
201512;9010302;9;1;3;2;2;540;256;284;3;37;97;30;53;240;43;37;0;36;91;43;109;19;198;19;52;52;241;124;117;0;3;9;18;23;133;24;31;0;2904;1452;1452;21;102;256;115;207;1160;445;493;105
201512;9010401;9;1;4;1;2;448;222;226;6;41;54;9;48;231;30;26;3;42;176;78;24;71;58;37;70;12;237;116;121;0;16;18;3;36;137;12;15;0;7961;3700;4261;65;275;391;130;367;2912;922;2041;858
201512;9010402;9;1;4;2;2;1435;740;695;25;158;237;51;130;679;100;33;22;149;462;226;110;177;135;278;195;78;791;419;372;7;60;71;18;93;469;39;15;19;11074;5409;5665;118;645;964;243;660;5359;1313;1239;533
201512;9020501;9;2;5;1;2;1300;719;581;29;122;146;51;180;688;58;23;3;113;597;178;248;162;33;50;195;15;970;545;425;9;59;85;39;150;565;43;20;0;6336;3344;2992;94;382;443;137;610;3504;534;410;222
201512;9020502;9;2;5;2;2;2077;1084;993;59;204;237;114;234;1039;143;37;10;220;769;253;202;350;99;124;478;55;1282;686;596;24;63;93;78;136;785;79;21;3;14493;7220;7273;184;818;971;304;1095;7578;1313;1493;737
201512;9020601;9;2;6;1;2;1321;823;498;34;92;134;21;227;708;75;30;0;132;516;124;80;156;64;159;318;28;955;628;327;18;30;52;9;194;580;51;21;0;7440;3898;3542;118;385;433;120;645;3862;643;825;409
201512;9020602;9;2;6;2;2;179;87;92;6;15;21;6;27;76;3;21;4;24;87;27;3;28;9;12;37;3;93;51;42;3;6;3;3;18;42;3;15;0;3534;1725;1809;21;126;241;60;162;1273;517;855;279
201512;9020701;9;2;7;1;2;406;214;192;6;3;12;3;203;170;3;6;0;80;136;15;31;40;9;18;172;0;370;193;177;3;3;3;3;188;161;3;6;0;632;329;303;9;12;12;6;252;244;51;37;9
201512;9020702;9;2;7;2;2;1664;882;782;40;173;224;56;174;860;83;45;9;169;612;183;143;267;49;197;354;42;1145;603;542;15;82;115;25;129;683;57;30;9;15956;7950;8006;150;740;1041;286;989;7594;1752;2389;1015
201512;9020801;9;2;8;1;2;160;71;89;6;9;16;3;12;81;18;12;3;21;70;37;0;37;0;9;44;0;85;37;48;3;3;3;0;6;49;12;6;3;2920;1411;1509;30;167;159;49;133;1437;369;388;188
201512;9020802;9;2;8;2;2;890;470;420;24;90;104;36;90;458;52;27;9;97;436;241;22;175;27;49;161;20;542;299;243;6;27;36;6;62;357;36;12;0;7406;3677;3729;84;463;658;181;449;3475;759;1017;320
201512;9030901;9;3;9;1;2;1382;725;657;21;137;206;61;133;676;92;50;6;159;502;225;92;149;205;139;210;85;702;378;324;6;34;47;16;102;423;40;31;3;12772;6362;6410;102;626;1080;315;759;5660;1784;1853;593
201512;9030902;9;3;9;2;2;645;329;316;9;72;94;27;47;291;72;21;12;39;273;164;18;214;40;15;67;18;301;165;136;3;22;22;3;18;179;42;9;3;5810;2800;3010;57;349;540;177;423;2488;829;652;295
201512;9030903;9;3;9;3;2;959;450;509;21;68;137;61;63;434;111;55;9;45;254;158;40;440;88;42;49;46;278;126;152;0;13;15;9;27;183;15;13;3;7755;3886;3869;81;466;758;286;470;3735;892;860;207
201512;9031001;9;3;10;1;2;958;509;449;15;68;139;27;70;501;93;39;6;123;492;239;26;148;81;40;140;31;524;313;211;3;12;37;9;44;352;46;18;3;12421;6120;6301;102;543;937;317;675;5223;1839;2142;643
201512;9031101;9;3;11;1;2;511;267;244;7;69;63;9;60;261;30;9;3;60;181;66;90;59;12;66;99;4;356;193;163;4;37;40;9;54;188;12;9;3;5786;2801;2985;40;246;346;98;265;2397;754;1175;465
201512;9031201;9;3;12;1;2;130;67;63;3;15;18;3;6;55;18;6;6;33;60;24;6;12;3;6;43;0;61;31;30;0;3;0;3;6;37;9;3;0;1765;873;892;10;65;143;34;58;623;307;412;113
201512;9031202;9;3;12;2;2;178;88;90;0;12;32;0;12;97;13;12;0;45;85;34;0;48;3;0;33;9;107;52;55;0;0;15;0;9;71;6;6;0;2431;1210;1221;16;114;175;72;118;997;371;446;122
201512;9041301;9;4;13;1;2;986;598;388;21;64;113;33;162;485;62;43;3;82;256;89;112;165;19;171;251;12;691;456;235;6;27;49;15;149;396;18;28;3;14281;6935;7346;88;424;768;259;675;5001;2311;3503;1252
201512;9041302;9;4;13;2;2;126;57;69;0;15;27;6;3;33;18;21;3;33;54;15;0;36;9;0;27;0;45;21;24;0;0;3;0;3;18;12;9;0;1806;888;918;15;91;152;34;52;718;284;350;110
201512;9041401;9;4;14;1;2;536;322;214;13;41;67;22;90;242;36;16;9;15;58;24;124;107;4;95;145;3;419;262;157;10;27;49;13;84;205;15;10;6;4787;2224;2563;31;156;272;82;229;1386;514;1638;479
201512;9041402;9;4;14;2;2;143;69;74;3;9;18;9;3;64;21;16;0;15;31;13;3;94;6;9;0;0;39;18;21;0;0;0;0;3;30;6;0;0;1464;713;751;12;70;109;42;48;597;217;275;94
201512;9041501;9;4;15;1;2;827;430;397;12;73;126;18;94;420;50;22;12;90;324;120;40;184;40;73;129;37;440;230;210;3;27;28;3;55;294;18;9;3;7197;3516;3681;78;427;638;150;417;3574;852;734;327
201512;9041601;9;4;16;1;2;309;145;164;7;28;54;3;13;161;21;19;3;16;122;62;0;95;7;10;68;7;131;63;68;0;6;10;0;6;85;12;12;0;6578;3301;3277;40;245;482;150;277;2684;1108;1262;330
201512;9051701;9;5;17;1;2;215;130;85;3;15;12;6;24;121;25;6;3;30;90;33;12;21;3;43;40;6;151;91;60;0;6;6;3;18;97;15;3;3;3596;1709;1887;28;131;191;62;145;1358;452;759;470
201512;9051702;9;5;17;2;2;709;333;376;19;61;115;21;40;367;49;30;7;142;347;110;19;95;24;19;193;12;359;179;180;0;6;12;3;31;256;36;15;0;14401;6588;7813;112;644;1097;301;481;5615;1651;3015;1485
201512;9051801;9;5;18;1;2;678;361;317;9;62;95;19;84;313;57;24;15;81;246;82;70;121;6;54;169;12;408;233;175;3;21;28;6;77;222;30;18;3;9258;4611;4647;62;389;711;234;402;3560;1439;1795;666
201512;9051901;9;5;19;1;2;779;403;376;12;62;75;12;95;427;48;36;12;104;305;121;25;164;35;67;158;25;452;247;205;3;18;12;3;72;300;21;23;0;10346;4973;5373;115;505;615;158;523;4917;1202;1539;772
201512;9052001;9;5;20;1;2;578;288;290;10;60;97;38;40;263;40;18;12;102;277;82;10;103;12;36;125;15;301;159;142;0;9;27;16;28;182;21;9;9;12452;5841;6611;89;432;786;275;499;4704;1647;2696;1324
